year,fips3,municipio,sex,agegrp,population
2020,141,Utuado,1,4,852
2021,141,Utuado,1,4,794
2022,141,Utuado,1,4,755
2023,141,Utuado,1,4,734
2024,141,Utuado,1,4,732
2020,143,Vega Alta,1,4,1224
2021,143,Vega Alta,1,4,1205
2022,143,Vega Alta,1,4,1176
2023,143,Vega Alta,1,4,1161
2024,143,Vega Alta,1,4,1156
2020,145,Vega Baja,1,4,1711
2021,145,Vega Baja,1,4,1668
2022,145,Vega Baja,1,4,1621
2023,145,Vega Baja,1,4,1611
2024,145,Vega Baja,1,4,1584
2020,147,Vieques,1,4,211
2021,147,Vieques,1,4,208
2022,147,Vieques,1,4,198
2023,147,Vieques,1,4,187
2024,147,Vieques,1,4,193
2020,149,Villalba,1,4,748
2021,149,Villalba,1,4,684
2022,149,Villalba,1,4,655
2023,149,Villalba,1,4,661
2024,149,Villalba,1,4,660
2020,151,Yabucoa,1,4,928
2021,151,Yabucoa,1,4,899
2022,151,Yabucoa,1,4,878
2023,151,Yabucoa,1,4,870
2024,151,Yabucoa,1,4,868
2020,153,Yauco,1,4,1006
2021,153,Yauco,1,4,998
2022,153,Yauco,1,4,974
2023,153,Yauco,1,4,967
2024,153,Yauco,1,4,928
2020,001,Adjuntas,2,4,526
2021,001,Adjuntas,2,4,503
2022,001,Adjuntas,2,4,493
2023,001,Adjuntas,2,4,517
2024,001,Adjuntas,2,4,536
2020,003,Aguada,2,4,1055
2021,003,Aguada,2,4,1034
2022,003,Aguada,2,4,1021
2023,003,Aguada,2,4,1005
2024,003,Aguada,2,4,986
2020,005,Aguadilla,2,4,1582
2021,005,Aguadilla,2,4,1566
2022,005,Aguadilla,2,4,1548
2023,005,Aguadilla,2,4,1562
2024,005,Aguadilla,2,4,1580
2020,007,Aguas Buenas,2,4,760
2021,007,Aguas Buenas,2,4,730
2022,007,Aguas Buenas,2,4,692
2023,007,Aguas Buenas,2,4,683
2024,007,Aguas Buenas,2,4,679
2020,009,Aibonito,2,4,677
2021,009,Aibonito,2,4,672
2022,009,Aibonito,2,4,665
2023,009,Aibonito,2,4,666
2024,009,Aibonito,2,4,672
2020,011,Añasco,2,4,670
2021,011,Añasco,2,4,655
2022,011,Añasco,2,4,638
2023,011,Añasco,2,4,629
2024,011,Añasco,2,4,637
2020,013,Arecibo,2,4,2493
2021,013,Arecibo,2,4,2436
2022,013,Arecibo,2,4,2374
2023,013,Arecibo,2,4,2355
2024,013,Arecibo,2,4,2345
2020,015,Arroyo,2,4,521
2021,015,Arroyo,2,4,513
2022,015,Arroyo,2,4,498
2023,015,Arroyo,2,4,496
2024,015,Arroyo,2,4,493
2020,017,Barceloneta,2,4,710
2021,017,Barceloneta,2,4,695
2022,017,Barceloneta,2,4,667
2023,017,Barceloneta,2,4,650
2024,017,Barceloneta,2,4,628
2020,019,Barranquitas,2,4,889
2021,019,Barranquitas,2,4,884
2022,019,Barranquitas,2,4,889
2023,019,Barranquitas,2,4,911
2024,019,Barranquitas,2,4,930
2020,021,Bayamón,2,4,5232
2021,021,Bayamón,2,4,5012
2022,021,Bayamón,2,4,4765
2023,021,Bayamón,2,4,4636
2024,021,Bayamón,2,4,4609
2020,023,Cabo Rojo,2,4,1368
2021,023,Cabo Rojo,2,4,1324
2022,023,Cabo Rojo,2,4,1302
2023,023,Cabo Rojo,2,4,1301
2024,023,Cabo Rojo,2,4,1317
2020,025,Caguas,2,4,3936
2021,025,Caguas,2,4,3841
2022,025,Caguas,2,4,3708
2023,025,Caguas,2,4,3616
2024,025,Caguas,2,4,3551
2020,027,Camuy,2,4,924
2021,027,Camuy,2,4,908
2022,027,Camuy,2,4,900
2023,027,Camuy,2,4,906
2024,027,Camuy,2,4,899
2020,029,Canóvanas,2,4,1249
2021,029,Canóvanas,2,4,1225
2022,029,Canóvanas,2,4,1199
2023,029,Canóvanas,2,4,1190
2024,029,Canóvanas,2,4,1172
2020,031,Carolina,2,4,4582
2021,031,Carolina,2,4,4422
2022,031,Carolina,2,4,4272
2023,031,Carolina,2,4,4204
2024,031,Carolina,2,4,4168
2020,033,Cataño,2,4,729
2021,033,Cataño,2,4,689
2022,033,Cataño,2,4,658
2023,033,Cataño,2,4,634
2024,033,Cataño,2,4,607
2020,035,Cayey,2,4,1251
2021,035,Cayey,2,4,1217
2022,035,Cayey,2,4,1167
2023,035,Cayey,2,4,1147
2024,035,Cayey,2,4,1151
2020,037,Ceiba,2,4,316
2021,037,Ceiba,2,4,298
2022,037,Ceiba,2,4,287
2023,037,Ceiba,2,4,288
2024,037,Ceiba,2,4,283
2020,039,Ciales,2,4,487
2021,039,Ciales,2,4,482
2022,039,Ciales,2,4,474
2023,039,Ciales,2,4,466
2024,039,Ciales,2,4,462
2020,041,Cidra,2,4,1216
2021,041,Cidra,2,4,1192
2022,041,Cidra,2,4,1142
2023,041,Cidra,2,4,1110
2024,041,Cidra,2,4,1120
2020,043,Coamo,2,4,895
2021,043,Coamo,2,4,897
2022,043,Coamo,2,4,900
2023,043,Coamo,2,4,932
2024,043,Coamo,2,4,955
2020,045,Comerío,2,4,548
2021,045,Comerío,2,4,544
2022,045,Comerío,2,4,545
2023,045,Comerío,2,4,563
2024,045,Comerío,2,4,578
2020,047,Corozal,2,4,1041
2021,047,Corozal,2,4,1005
2022,047,Corozal,2,4,1003
2023,047,Corozal,2,4,1031
2024,047,Corozal,2,4,1059
2020,049,Culebra,2,4,51
2021,049,Culebra,2,4,48
2022,049,Culebra,2,4,45
2023,049,Culebra,2,4,45
2024,049,Culebra,2,4,49
2020,051,Dorado,2,4,1244
2021,051,Dorado,2,4,1246
2022,051,Dorado,2,4,1231
2023,051,Dorado,2,4,1206
2024,051,Dorado,2,4,1176
2020,053,Fajardo,2,4,916
2021,053,Fajardo,2,4,893
2022,053,Fajardo,2,4,868
2023,053,Fajardo,2,4,859
2024,053,Fajardo,2,4,856
2020,054,Florida,2,4,349
2021,054,Florida,2,4,346
2022,054,Florida,2,4,337
2023,054,Florida,2,4,332
2024,054,Florida,2,4,324
2020,055,Guánica,2,4,379
2021,055,Guánica,2,4,367
2022,055,Guánica,2,4,351
2023,055,Guánica,2,4,341
2024,055,Guánica,2,4,333
2020,057,Guayama,2,4,1152
2021,057,Guayama,2,4,1111
2022,057,Guayama,2,4,1060
2023,057,Guayama,2,4,1010
2024,057,Guayama,2,4,984
2020,059,Guayanilla,2,4,546
2021,059,Guayanilla,2,4,546
2022,059,Guayanilla,2,4,538
2023,059,Guayanilla,2,4,533
2024,059,Guayanilla,2,4,531
2020,061,Guaynabo,2,4,2328
2021,061,Guaynabo,2,4,2277
2022,061,Guaynabo,2,4,2197
2023,061,Guaynabo,2,4,2122
2024,061,Guaynabo,2,4,2063
2020,063,Gurabo,2,4,1365
2021,063,Gurabo,2,4,1341
2022,063,Gurabo,2,4,1306
2023,063,Gurabo,2,4,1277
2024,063,Gurabo,2,4,1257
2020,065,Hatillo,2,4,1056
2021,065,Hatillo,2,4,1036
2022,065,Hatillo,2,4,1016
2023,065,Hatillo,2,4,1018
2024,065,Hatillo,2,4,1009
2020,067,Hormigueros,2,4,446
2021,067,Hormigueros,2,4,429
2022,067,Hormigueros,2,4,413
2023,067,Hormigueros,2,4,412
2024,067,Hormigueros,2,4,403
2020,069,Humacao,2,4,1511
2021,069,Humacao,2,4,1462
2022,069,Humacao,2,4,1416
2023,069,Humacao,2,4,1389
2024,069,Humacao,2,4,1349
2020,071,Isabela,2,4,1159
2021,071,Isabela,2,4,1151
2022,071,Isabela,2,4,1163
2023,071,Isabela,2,4,1173
2024,071,Isabela,2,4,1174
2020,073,Jayuya,2,4,452
2021,073,Jayuya,2,4,460
2022,073,Jayuya,2,4,456
2023,073,Jayuya,2,4,450
2024,073,Jayuya,2,4,449
2020,075,Juana Díaz,2,4,1499
2021,075,Juana Díaz,2,4,1470
2022,075,Juana Díaz,2,4,1404
2023,075,Juana Díaz,2,4,1374
2024,075,Juana Díaz,2,4,1378
2020,077,Juncos,2,4,1244
2021,077,Juncos,2,4,1242
2022,077,Juncos,2,4,1218
2023,077,Juncos,2,4,1199
2024,077,Juncos,2,4,1178
2020,079,Lajas,2,4,629
2021,079,Lajas,2,4,618
2022,079,Lajas,2,4,605
2023,079,Lajas,2,4,604
2024,079,Lajas,2,4,605
2020,081,Lares,2,4,789
2021,081,Lares,2,4,768
2022,081,Lares,2,4,751
2023,081,Lares,2,4,735
2024,081,Lares,2,4,721
2020,083,Las Marías,2,4,248
2021,083,Las Marías,2,4,249
2022,083,Las Marías,2,4,243
2023,083,Las Marías,2,4,248
2024,083,Las Marías,2,4,260
2020,085,Las Piedras,2,4,1069
2021,085,Las Piedras,2,4,1054
2022,085,Las Piedras,2,4,1027
2023,085,Las Piedras,2,4,1015
2024,085,Las Piedras,2,4,1005
2020,087,Loíza,2,4,773
2021,087,Loíza,2,4,745
2022,087,Loíza,2,4,714
2023,087,Loíza,2,4,692
2024,087,Loíza,2,4,677
2020,089,Luquillo,2,4,569
2021,089,Luquillo,2,4,550
2022,089,Luquillo,2,4,523
2023,089,Luquillo,2,4,516
2024,089,Luquillo,2,4,514
2020,091,Manatí,2,4,1137
2021,091,Manatí,2,4,1110
2022,091,Manatí,2,4,1078
2023,091,Manatí,2,4,1064
2024,091,Manatí,2,4,1057
2020,093,Maricao,2,4,125
2021,093,Maricao,2,4,119
2022,093,Maricao,2,4,117
2023,093,Maricao,2,4,113
2024,093,Maricao,2,4,115
2020,095,Maunabo,2,4,298
2021,095,Maunabo,2,4,291
2022,095,Maunabo,2,4,267
2023,095,Maunabo,2,4,253
2024,095,Maunabo,2,4,261
2020,097,Mayagüez,2,4,2747
2021,097,Mayagüez,2,4,2692
2022,097,Mayagüez,2,4,2630
2023,097,Mayagüez,2,4,2605
2024,097,Mayagüez,2,4,2597
2020,099,Moca,2,4,1195
2021,099,Moca,2,4,1150
2022,099,Moca,2,4,1112
2023,099,Moca,2,4,1092
2024,099,Moca,2,4,1083
2020,101,Morovis,2,4,888
2021,101,Morovis,2,4,886
2022,101,Morovis,2,4,857
2023,101,Morovis,2,4,849
2024,101,Morovis,2,4,845
2020,103,Naguabo,2,4,814
2021,103,Naguabo,2,4,830
2022,103,Naguabo,2,4,825
2023,103,Naguabo,2,4,822
2024,103,Naguabo,2,4,825
2020,105,Naranjito,2,4,830
2021,105,Naranjito,2,4,824
2022,105,Naranjito,2,4,821
2023,105,Naranjito,2,4,825
2024,105,Naranjito,2,4,829
2020,107,Orocovis,2,4,597
2021,107,Orocovis,2,4,585
2022,107,Orocovis,2,4,576
2023,107,Orocovis,2,4,567
2024,107,Orocovis,2,4,572
2020,109,Patillas,2,4,442
2021,109,Patillas,2,4,431
2022,109,Patillas,2,4,415
2023,109,Patillas,2,4,406
2024,109,Patillas,2,4,401
2020,111,Peñuelas,2,4,672
2021,111,Peñuelas,2,4,657
2022,111,Peñuelas,2,4,641
2023,111,Peñuelas,2,4,648
2024,111,Peñuelas,2,4,653
2020,113,Ponce,2,4,4125
2021,113,Ponce,2,4,3999
2022,113,Ponce,2,4,3889
2023,113,Ponce,2,4,3852
2024,113,Ponce,2,4,3832
2020,115,Quebradillas,2,4,702
2021,115,Quebradillas,2,4,668
2022,115,Quebradillas,2,4,642
2023,115,Quebradillas,2,4,636
2024,115,Quebradillas,2,4,634
2020,117,Rincón,2,4,370
2021,117,Rincón,2,4,358
2022,117,Rincón,2,4,349
2023,117,Rincón,2,4,355
2024,117,Rincón,2,4,365
2020,119,Río Grande,2,4,1424
2021,119,Río Grande,2,4,1363
2022,119,Río Grande,2,4,1283
2023,119,Río Grande,2,4,1251
2024,119,Río Grande,2,4,1228
2020,121,Sabana Grande,2,4,635
2021,121,Sabana Grande,2,4,618
2022,121,Sabana Grande,2,4,610
2023,121,Sabana Grande,2,4,617
2024,121,Sabana Grande,2,4,620
2020,123,Salinas,2,4,766
2021,123,Salinas,2,4,739
2022,123,Salinas,2,4,711
2023,123,Salinas,2,4,712
2024,123,Salinas,2,4,707
2020,125,San Germán,2,4,921
2021,125,San Germán,2,4,896
2022,125,San Germán,2,4,896
2023,125,San Germán,2,4,897
2024,125,San Germán,2,4,895
2020,127,San Juan,2,4,10312
2021,127,San Juan,2,4,9995
2022,127,San Juan,2,4,9619
2023,127,San Juan,2,4,9499
2024,127,San Juan,2,4,9508
2020,129,San Lorenzo,2,4,1119
2021,129,San Lorenzo,2,4,1095
2022,129,San Lorenzo,2,4,1063
2023,129,San Lorenzo,2,4,1036
2024,129,San Lorenzo,2,4,1007
2020,131,San Sebastián,2,4,1093
2021,131,San Sebastián,2,4,1088
2022,131,San Sebastián,2,4,1091
2023,131,San Sebastián,2,4,1101
2024,131,San Sebastián,2,4,1112
2020,133,Santa Isabel,2,4,688
2021,133,Santa Isabel,2,4,673
2022,133,Santa Isabel,2,4,650
2023,133,Santa Isabel,2,4,646
2024,133,Santa Isabel,2,4,638
2020,135,Toa Alta,2,4,2149
2021,135,Toa Alta,2,4,2094
2022,135,Toa Alta,2,4,2041
2023,135,Toa Alta,2,4,2010
2024,135,Toa Alta,2,4,2003
2020,137,Toa Baja,2,4,2344
2021,137,Toa Baja,2,4,2234
2022,137,Toa Baja,2,4,2150
2023,137,Toa Baja,2,4,2112
2024,137,Toa Baja,2,4,2094
2020,139,Trujillo Alto,2,4,1983
2021,139,Trujillo Alto,2,4,1934
2022,139,Trujillo Alto,2,4,1910
2023,139,Trujillo Alto,2,4,1914
2024,139,Trujillo Alto,2,4,1925
2020,141,Utuado,2,4,819
2021,141,Utuado,2,4,784
2022,141,Utuado,2,4,768
2023,141,Utuado,2,4,782
2024,141,Utuado,2,4,798
2020,143,Vega Alta,2,4,1153
2021,143,Vega Alta,2,4,1130
2022,143,Vega Alta,2,4,1110
2023,143,Vega Alta,2,4,1094
2024,143,Vega Alta,2,4,1072
2020,145,Vega Baja,2,4,1622
2021,145,Vega Baja,2,4,1543
2022,145,Vega Baja,2,4,1464
2023,145,Vega Baja,2,4,1430
2024,145,Vega Baja,2,4,1394
2020,147,Vieques,2,4,197
2021,147,Vieques,2,4,207
2022,147,Vieques,2,4,210
2023,147,Vieques,2,4,210
2024,147,Vieques,2,4,214
2020,149,Villalba,2,4,663
2021,149,Villalba,2,4,641
2022,149,Villalba,2,4,641
2023,149,Villalba,2,4,644
2024,149,Villalba,2,4,633
2020,151,Yabucoa,2,4,901
2021,151,Yabucoa,2,4,854
2022,151,Yabucoa,2,4,818
2023,151,Yabucoa,2,4,806
2024,151,Yabucoa,2,4,787
2020,153,Yauco,2,4,917
2021,153,Yauco,2,4,884
2022,153,Yauco,2,4,855
2023,153,Yauco,2,4,839
2024,153,Yauco,2,4,830
2020,001,Adjuntas,0,5,1125
2021,001,Adjuntas,0,5,1125
2022,001,Adjuntas,0,5,1086
2023,001,Adjuntas,0,5,1038
2024,001,Adjuntas,0,5,1027
2020,003,Aguada,0,5,2401
2021,003,Aguada,0,5,2354
2022,003,Aguada,0,5,2236
2023,003,Aguada,0,5,2143
2024,003,Aguada,0,5,2108
2020,005,Aguadilla,0,5,3690
2021,005,Aguadilla,0,5,3654
2022,005,Aguadilla,0,5,3574
2023,005,Aguadilla,0,5,3517
2024,005,Aguadilla,0,5,3496
2020,007,Aguas Buenas,0,5,1647
2021,007,Aguas Buenas,0,5,1638
2022,007,Aguas Buenas,0,5,1573
2023,007,Aguas Buenas,0,5,1513
2024,007,Aguas Buenas,0,5,1494
2020,009,Aibonito,0,5,1438
2021,009,Aibonito,0,5,1428
2022,009,Aibonito,0,5,1391
2023,009,Aibonito,0,5,1353
2024,009,Aibonito,0,5,1362
2020,011,Añasco,0,5,1673
2021,011,Añasco,0,5,1630
2022,011,Añasco,0,5,1568
2023,011,Añasco,0,5,1500
2024,011,Añasco,0,5,1433
2020,013,Arecibo,0,5,5870
2021,013,Arecibo,0,5,5789
2022,013,Arecibo,0,5,5640
2023,013,Arecibo,0,5,5530
2024,013,Arecibo,0,5,5518
2020,015,Arroyo,0,5,967
2021,015,Arroyo,0,5,967
2022,015,Arroyo,0,5,940
2023,015,Arroyo,0,5,932
2024,015,Arroyo,0,5,938
2020,017,Barceloneta,0,5,1546
2021,017,Barceloneta,0,5,1549
2022,017,Barceloneta,0,5,1523
2023,017,Barceloneta,0,5,1503
2024,017,Barceloneta,0,5,1489
2020,019,Barranquitas,0,5,2064
2021,019,Barranquitas,0,5,1993
2022,019,Barranquitas,0,5,1844
2023,019,Barranquitas,0,5,1771
2024,019,Barranquitas,0,5,1774
2020,021,Bayamón,0,5,12711
2021,021,Bayamón,0,5,12631
2022,021,Bayamón,0,5,12212
2023,021,Bayamón,0,5,11908
2024,021,Bayamón,0,5,11754
2020,023,Cabo Rojo,0,5,3058
2021,023,Cabo Rojo,0,5,3058
2022,023,Cabo Rojo,0,5,2942
2023,023,Cabo Rojo,0,5,2861
2024,023,Cabo Rojo,0,5,2811
2020,025,Caguas,0,5,8388
2021,025,Caguas,0,5,8401
2022,025,Caguas,0,5,8189
2023,025,Caguas,0,5,8093
2024,025,Caguas,0,5,8084
2020,027,Camuy,0,5,2194
2021,027,Camuy,0,5,2150
2022,027,Camuy,0,5,2045
2023,027,Camuy,0,5,1970
2024,027,Camuy,0,5,1952
2020,029,Canóvanas,0,5,2800
2021,029,Canóvanas,0,5,2745
2022,029,Canóvanas,0,5,2644
2023,029,Canóvanas,0,5,2573
2024,029,Canóvanas,0,5,2528
2020,031,Carolina,0,5,10378
2021,031,Carolina,0,5,10314
2022,031,Carolina,0,5,10007
2023,031,Carolina,0,5,9763
2024,031,Carolina,0,5,9596
2020,033,Cataño,0,5,1515
2021,033,Cataño,0,5,1490
2022,033,Cataño,0,5,1447
2023,033,Cataño,0,5,1395
2024,033,Cataño,0,5,1351
2020,035,Cayey,0,5,2732
2021,035,Cayey,0,5,2721
2022,035,Cayey,0,5,2653
2023,035,Cayey,0,5,2584
2024,035,Cayey,0,5,2521
2020,037,Ceiba,0,5,767
2021,037,Ceiba,0,5,754
2022,037,Ceiba,0,5,724
2023,037,Ceiba,0,5,688
2024,037,Ceiba,0,5,661
2020,039,Ciales,0,5,1015
2021,039,Ciales,0,5,975
2022,039,Ciales,0,5,920
2023,039,Ciales,0,5,908
2024,039,Ciales,0,5,893
2020,041,Cidra,0,5,2599
2021,041,Cidra,0,5,2586
2022,041,Cidra,0,5,2507
2023,041,Cidra,0,5,2431
2024,041,Cidra,0,5,2385
2020,043,Coamo,0,5,1862
2021,043,Coamo,0,5,1812
2022,043,Coamo,0,5,1730
2023,043,Coamo,0,5,1654
2024,043,Coamo,0,5,1601
2020,045,Comerío,0,5,1229
2021,045,Comerío,0,5,1208
2022,045,Comerío,0,5,1167
2023,045,Comerío,0,5,1139
2024,045,Comerío,0,5,1147
2020,047,Corozal,0,5,2284
2021,047,Corozal,0,5,2245
2022,047,Corozal,0,5,2130
2023,047,Corozal,0,5,2070
2024,047,Corozal,0,5,2072
2020,049,Culebra,0,5,95
2021,049,Culebra,0,5,95
2022,049,Culebra,0,5,95
2023,049,Culebra,0,5,95
2024,049,Culebra,0,5,96
2020,051,Dorado,0,5,2363
2021,051,Dorado,0,5,2425
2022,051,Dorado,0,5,2438
2023,051,Dorado,0,5,2461
2024,051,Dorado,0,5,2477
2020,053,Fajardo,0,5,2180
2021,053,Fajardo,0,5,2132
2022,053,Fajardo,0,5,2044
2023,053,Fajardo,0,5,1972
2024,053,Fajardo,0,5,1906
2020,054,Florida,0,5,852
2021,054,Florida,0,5,833
2022,054,Florida,0,5,786
2023,054,Florida,0,5,756
2024,054,Florida,0,5,740
2020,055,Guánica,0,5,826
2021,055,Guánica,0,5,789
2022,055,Guánica,0,5,741
2023,055,Guánica,0,5,705
2024,055,Guánica,0,5,678
2020,057,Guayama,0,5,2750
2021,057,Guayama,0,5,2657
2022,057,Guayama,0,5,2610
2023,057,Guayama,0,5,2556
2024,057,Guayama,0,5,2518
2020,059,Guayanilla,0,5,1161
2021,059,Guayanilla,0,5,1153
2022,059,Guayanilla,0,5,1107
2023,059,Guayanilla,0,5,1060
2024,059,Guayanilla,0,5,1034
2020,061,Guaynabo,0,5,5520
2021,061,Guaynabo,0,5,5470
2022,061,Guaynabo,0,5,5325
2023,061,Guaynabo,0,5,5277
2024,061,Guaynabo,0,5,5251
2020,063,Gurabo,0,5,2801
2021,063,Gurabo,0,5,2792
2022,063,Gurabo,0,5,2739
2023,063,Gurabo,0,5,2701
2024,063,Gurabo,0,5,2686
2020,065,Hatillo,0,5,2401
2021,065,Hatillo,0,5,2390
2022,065,Hatillo,0,5,2298
2023,065,Hatillo,0,5,2207
2024,065,Hatillo,0,5,2163
2020,067,Hormigueros,0,5,943
2021,067,Hormigueros,0,5,951
2022,067,Hormigueros,0,5,946
2023,067,Hormigueros,0,5,935
2024,067,Hormigueros,0,5,912
2020,069,Humacao,0,5,3145
2021,069,Humacao,0,5,3116
2022,069,Humacao,0,5,3013
2023,069,Humacao,0,5,2937
2024,069,Humacao,0,5,2887
2020,071,Isabela,0,5,2777
2021,071,Isabela,0,5,2777
2022,071,Isabela,0,5,2700
2023,071,Isabela,0,5,2640
2024,071,Isabela,0,5,2613
2020,073,Jayuya,0,5,990
2021,073,Jayuya,0,5,968
2022,073,Jayuya,0,5,926
2023,073,Jayuya,0,5,908
2024,073,Jayuya,0,5,896
2020,075,Juana Díaz,0,5,3134
2021,075,Juana Díaz,0,5,3058
2022,075,Juana Díaz,0,5,2978
2023,075,Juana Díaz,0,5,2934
2024,075,Juana Díaz,0,5,2893
2020,077,Juncos,0,5,2621
2021,077,Juncos,0,5,2597
2022,077,Juncos,0,5,2546
2023,077,Juncos,0,5,2517
2024,077,Juncos,0,5,2540
2020,079,Lajas,0,5,1465
2021,079,Lajas,0,5,1475
2022,079,Lajas,0,5,1414
2023,079,Lajas,0,5,1348
2024,079,Lajas,0,5,1285
2020,081,Lares,0,5,1694
2021,081,Lares,0,5,1678
2022,081,Lares,0,5,1637
2023,081,Lares,0,5,1609
2024,081,Lares,0,5,1603
2020,083,Las Marías,0,5,545
2021,083,Las Marías,0,5,532
2022,083,Las Marías,0,5,500
2023,083,Las Marías,0,5,489
2024,083,Las Marías,0,5,498
2020,085,Las Piedras,0,5,2281
2021,085,Las Piedras,0,5,2295
2022,085,Las Piedras,0,5,2238
2023,085,Las Piedras,0,5,2216
2024,085,Las Piedras,0,5,2227
2020,087,Loíza,0,5,1495
2021,087,Loíza,0,5,1437
2022,087,Loíza,0,5,1352
2023,087,Loíza,0,5,1312
2024,087,Loíza,0,5,1298
2020,089,Luquillo,0,5,1250
2021,089,Luquillo,0,5,1228
2022,089,Luquillo,0,5,1165
2023,089,Luquillo,0,5,1119
2024,089,Luquillo,0,5,1095
2020,091,Manatí,0,5,2631
2021,091,Manatí,0,5,2575
2022,091,Manatí,0,5,2468
2023,091,Manatí,0,5,2415
2024,091,Manatí,0,5,2389
2020,093,Maricao,0,5,287
2021,093,Maricao,0,5,270
2022,093,Maricao,0,5,247
2023,093,Maricao,0,5,236
2024,093,Maricao,0,5,229
2020,095,Maunabo,0,5,569
2021,095,Maunabo,0,5,541
2022,095,Maunabo,0,5,524
2023,095,Maunabo,0,5,536
2024,095,Maunabo,0,5,538
2020,097,Mayagüez,0,5,8429
2021,097,Mayagüez,0,5,8375
2022,097,Mayagüez,0,5,8211
2023,097,Mayagüez,0,5,8164
2024,097,Mayagüez,0,5,8171
2020,099,Moca,0,5,2695
2021,099,Moca,0,5,2704
2022,099,Moca,0,5,2599
2023,099,Moca,0,5,2532
2024,099,Moca,0,5,2502
2020,101,Morovis,0,5,2033
2021,101,Morovis,0,5,1985
2022,101,Morovis,0,5,1867
2023,101,Morovis,0,5,1795
2024,101,Morovis,0,5,1759
2020,103,Naguabo,0,5,1580
2021,103,Naguabo,0,5,1570
2022,103,Naguabo,0,5,1546
2023,103,Naguabo,0,5,1555
2024,103,Naguabo,0,5,1578
2020,105,Naranjito,0,5,1911
2021,105,Naranjito,0,5,1899
2022,105,Naranjito,0,5,1812
2023,105,Naranjito,0,5,1772
2024,105,Naranjito,0,5,1765
2020,107,Orocovis,0,5,1473
2021,107,Orocovis,0,5,1441
2022,107,Orocovis,0,5,1364
2023,107,Orocovis,0,5,1291
2024,107,Orocovis,0,5,1236
2020,109,Patillas,0,5,897
2021,109,Patillas,0,5,874
2022,109,Patillas,0,5,834
2023,109,Patillas,0,5,820
2024,109,Patillas,0,5,815
2020,111,Peñuelas,0,5,1325
2021,111,Peñuelas,0,5,1345
2022,111,Peñuelas,0,5,1308
2023,111,Peñuelas,0,5,1273
2024,111,Peñuelas,0,5,1259
2020,113,Ponce,0,5,9670
2021,113,Ponce,0,5,9440
2022,113,Ponce,0,5,9021
2023,113,Ponce,0,5,8688
2024,113,Ponce,0,5,8572
2020,115,Quebradillas,0,5,1484
2021,115,Quebradillas,0,5,1466
2022,115,Quebradillas,0,5,1425
2023,115,Quebradillas,0,5,1415
2024,115,Quebradillas,0,5,1426
2020,117,Rincón,0,5,839
2021,117,Rincón,0,5,848
2022,117,Rincón,0,5,826
2023,117,Rincón,0,5,801
2024,117,Rincón,0,5,777
2020,119,Río Grande,0,5,3183
2021,119,Río Grande,0,5,3134
2022,119,Río Grande,0,5,3025
2023,119,Río Grande,0,5,2937
2024,119,Río Grande,0,5,2875
2020,121,Sabana Grande,0,5,1509
2021,121,Sabana Grande,0,5,1475
2022,121,Sabana Grande,0,5,1406
2023,121,Sabana Grande,0,5,1339
2024,121,Sabana Grande,0,5,1312
2020,123,Salinas,0,5,1697
2021,123,Salinas,0,5,1648
2022,123,Salinas,0,5,1574
2023,123,Salinas,0,5,1519
2024,123,Salinas,0,5,1480
2020,125,San Germán,0,5,2145
2021,125,San Germán,0,5,2077
2022,125,San Germán,0,5,2011
2023,125,San Germán,0,5,1969
2024,125,San Germán,0,5,1945
2020,127,San Juan,0,5,23349
2021,127,San Juan,0,5,23186
2022,127,San Juan,0,5,22524
2023,127,San Juan,0,5,22015
2024,127,San Juan,0,5,21670
2020,129,San Lorenzo,0,5,2447
2021,129,San Lorenzo,0,5,2415
2022,129,San Lorenzo,0,5,2313
2023,129,San Lorenzo,0,5,2246
2024,129,San Lorenzo,0,5,2220
2020,131,San Sebastián,0,5,2418
2021,131,San Sebastián,0,5,2380
2022,131,San Sebastián,0,5,2260
2023,131,San Sebastián,0,5,2182
2024,131,San Sebastián,0,5,2163
2020,133,Santa Isabel,0,5,1464
2021,133,Santa Isabel,0,5,1448
2022,133,Santa Isabel,0,5,1389
2023,133,Santa Isabel,0,5,1346
2024,133,Santa Isabel,0,5,1336
2020,135,Toa Alta,0,5,4894
2021,135,Toa Alta,0,5,4869
2022,135,Toa Alta,0,5,4702
2023,135,Toa Alta,0,5,4561
2024,135,Toa Alta,0,5,4479
2020,137,Toa Baja,0,5,5183
2021,137,Toa Baja,0,5,5183
2022,137,Toa Baja,0,5,4997
2023,137,Toa Baja,0,5,4843
2024,137,Toa Baja,0,5,4720
2020,139,Trujillo Alto,0,5,4572
2021,139,Trujillo Alto,0,5,4558
2022,139,Trujillo Alto,0,5,4419
2023,139,Trujillo Alto,0,5,4329
2024,139,Trujillo Alto,0,5,4279
2020,141,Utuado,0,5,1674
2021,141,Utuado,0,5,1674
2022,141,Utuado,0,5,1624
2023,141,Utuado,0,5,1579
2024,141,Utuado,0,5,1548
2020,143,Vega Alta,0,5,2432
2021,143,Vega Alta,0,5,2428
2022,143,Vega Alta,0,5,2363
2023,143,Vega Alta,0,5,2327
2024,143,Vega Alta,0,5,2332
2020,145,Vega Baja,0,5,3514
2021,145,Vega Baja,0,5,3510
2022,145,Vega Baja,0,5,3420
2023,145,Vega Baja,0,5,3350
2024,145,Vega Baja,0,5,3322
2020,147,Vieques,0,5,411
