fips3,municipio,year,agegroup,population
035,Cayey,2004,15-19,3817
035,Cayey,2004,20-24,3817
035,Cayey,2004,25-29,3239
035,Cayey,2004,30-34,3138
035,Cayey,2004,35-39,3236
035,Cayey,2004,40-44,3232
035,Cayey,2004,45-49,3081
035,Cayey,2004,50-54,2997
035,Cayey,2004,55-59,2835
035,Cayey,2004,60-64,2309
035,Cayey,2004,65-69,1928
035,Cayey,2004,70-74,1486
035,Cayey,2004,75-79,1142
035,Cayey,2004,80+,1458
035,Cayey,2005,0-4,3183
035,Cayey,2005,5-9,3538
035,Cayey,2005,10-14,3708
035,Cayey,2005,15-19,3846
035,Cayey,2005,20-24,3734
035,Cayey,2005,25-29,3282
035,Cayey,2005,30-34,3109
035,Cayey,2005,35-39,3177
035,Cayey,2005,40-44,3266
035,Cayey,2005,45-49,3121
035,Cayey,2005,50-54,3010
035,Cayey,2005,55-59,2916
035,Cayey,2005,60-64,2414
035,Cayey,2005,65-69,1972
035,Cayey,2005,70-74,1551
035,Cayey,2005,75-79,1143
035,Cayey,2005,80+,1494
035,Cayey,2006,0-4,3071
035,Cayey,2006,5-9,3459
035,Cayey,2006,10-14,3667
035,Cayey,2006,15-19,3835
035,Cayey,2006,20-24,3644
035,Cayey,2006,25-29,3294
035,Cayey,2006,30-34,3068
035,Cayey,2006,35-39,3129
035,Cayey,2006,40-44,3295
035,Cayey,2006,45-49,3157
035,Cayey,2006,50-54,3042
035,Cayey,2006,55-59,2931
035,Cayey,2006,60-64,2556
035,Cayey,2006,65-69,2016
035,Cayey,2006,70-74,1588
035,Cayey,2006,75-79,1172
035,Cayey,2006,80+,1521
035,Cayey,2007,0-4,2976
035,Cayey,2007,5-9,3354
035,Cayey,2007,10-14,3623
035,Cayey,2007,15-19,3806
035,Cayey,2007,20-24,3553
035,Cayey,2007,25-29,3279
035,Cayey,2007,30-34,3058
035,Cayey,2007,35-39,3095
035,Cayey,2007,40-44,3286
035,Cayey,2007,45-49,3171
035,Cayey,2007,50-54,3085
035,Cayey,2007,55-59,2924
035,Cayey,2007,60-64,2685
035,Cayey,2007,65-69,2077
035,Cayey,2007,70-74,1621
035,Cayey,2007,75-79,1204
035,Cayey,2007,80+,1548
035,Cayey,2008,0-4,2900
035,Cayey,2008,5-9,3231
035,Cayey,2008,10-14,3560
035,Cayey,2008,15-19,3792
035,Cayey,2008,20-24,3479
035,Cayey,2008,25-29,3244
035,Cayey,2008,30-34,3080
035,Cayey,2008,35-39,3057
035,Cayey,2008,40-44,3254
035,Cayey,2008,45-49,3203
035,Cayey,2008,50-54,3115
035,Cayey,2008,55-59,2926
035,Cayey,2008,60-64,2796
035,Cayey,2008,65-69,2145
035,Cayey,2008,70-74,1658
035,Cayey,2008,75-79,1231
035,Cayey,2008,80+,1577
035,Cayey,2009,0-4,2833
035,Cayey,2009,5-9,3115
035,Cayey,2009,10-14,3487
035,Cayey,2009,15-19,3756
035,Cayey,2009,20-24,3447
035,Cayey,2009,25-29,3178
035,Cayey,2009,30-34,3108
035,Cayey,2009,35-39,3020
035,Cayey,2009,40-44,3215
035,Cayey,2009,45-49,3245
035,Cayey,2009,50-54,3139
035,Cayey,2009,55-59,2944
035,Cayey,2009,60-64,2892
035,Cayey,2009,65-69,2217
035,Cayey,2009,70-74,1704
035,Cayey,2009,75-79,1257
035,Cayey,2009,80+,1608
035,Cayey,2010,0-4,2740
035,Cayey,2010,5-9,3023
035,Cayey,2010,10-14,3420
035,Cayey,2010,15-19,3686
035,Cayey,2010,20-24,3483
035,Cayey,2010,25-29,3055
035,Cayey,2010,30-34,3128
035,Cayey,2010,35-39,2980
035,Cayey,2010,40-44,3194
035,Cayey,2010,45-49,3263
035,Cayey,2010,50-54,3174
035,Cayey,2010,55-59,2974
035,Cayey,2010,60-64,2967
035,Cayey,2010,65-69,2322
035,Cayey,2010,70-74,1735
035,Cayey,2010,75-79,1310
035,Cayey,2010,80+,1642
035,Cayey,2011,0-4,2585
035,Cayey,2011,5-9,2950
035,Cayey,2011,10-14,3341
035,Cayey,2011,15-19,3535
035,Cayey,2011,20-24,3547
035,Cayey,2011,25-29,2845
035,Cayey,2011,30-34,3075
035,Cayey,2011,35-39,2921
035,Cayey,2011,40-44,3144
035,Cayey,2011,45-49,3230
035,Cayey,2011,50-54,3215
035,Cayey,2011,55-59,2989
035,Cayey,2011,60-64,2966
035,Cayey,2011,65-69,2457
035,Cayey,2011,70-74,1784
035,Cayey,2011,75-79,1338
035,Cayey,2011,80+,1676
035,Cayey,2012,0-4,2507
035,Cayey,2012,5-9,2793
035,Cayey,2012,10-14,3269
035,Cayey,2012,15-19,3394
035,Cayey,2012,20-24,3510
035,Cayey,2012,25-29,2759
035,Cayey,2012,30-34,2959
035,Cayey,2012,35-39,2878
035,Cayey,2012,40-44,3087
035,Cayey,2012,45-49,3182
035,Cayey,2012,50-54,3266
035,Cayey,2012,55-59,2977
035,Cayey,2012,60-64,2967
035,Cayey,2012,65-69,2545
035,Cayey,2012,70-74,1914
035,Cayey,2012,75-79,1370
035,Cayey,2012,80+,1717
035,Cayey,2013,0-4,2407
035,Cayey,2013,5-9,2664
035,Cayey,2013,10-14,3143
035,Cayey,2013,15-19,3325
035,Cayey,2013,20-24,3434
035,Cayey,2013,25-29,2725
035,Cayey,2013,30-34,2817
035,Cayey,2013,35-39,2868
035,Cayey,2013,40-44,3019
035,Cayey,2013,45-49,3094
035,Cayey,2013,50-54,3287
035,Cayey,2013,55-59,3024
035,Cayey,2013,60-64,2945
035,Cayey,2013,65-69,2658
035,Cayey,2013,70-74,2019
035,Cayey,2013,75-79,1399
035,Cayey,2013,80+,1753
035,Cayey,2014,0-4,2267
035,Cayey,2014,5-9,2544
035,Cayey,2014,10-14,2991
035,Cayey,2014,15-19,3230
035,Cayey,2014,20-24,3303
035,Cayey,2014,25-29,2719
035,Cayey,2014,30-34,2624
035,Cayey,2014,35-39,2825
035,Cayey,2014,40-44,2922
035,Cayey,2014,45-49,3044
035,Cayey,2014,50-54,3270
035,Cayey,2014,55-59,3072
035,Cayey,2014,60-64,2949
035,Cayey,2014,65-69,2774
035,Cayey,2014,70-74,2057
035,Cayey,2014,75-79,1480
035,Cayey,2014,80+,1809
035,Cayey,2015,0-4,2105
035,Cayey,2015,5-9,2436
035,Cayey,2015,10-14,2816
035,Cayey,2015,15-19,3186
035,Cayey,2015,20-24,3151
035,Cayey,2015,25-29,2740
035,Cayey,2015,30-34,2419
035,Cayey,2015,35-39,2837
035,Cayey,2015,40-44,2785
035,Cayey,2015,45-49,3011
035,Cayey,2015,50-54,3220
035,Cayey,2015,55-59,3146
035,Cayey,2015,60-64,2912
035,Cayey,2015,65-69,2886
035,Cayey,2015,70-74,2125
035,Cayey,2015,75-79,1555
035,Cayey,2015,80+,1837
035,Cayey,2016,0-4,1974
035,Cayey,2016,5-9,2253
035,Cayey,2016,10-14,2711
035,Cayey,2016,15-19,3093
035,Cayey,2016,20-24,2985
035,Cayey,2016,25-29,2761
035,Cayey,2016,30-34,2202
035,Cayey,2016,35-39,2807
035,Cayey,2016,40-44,2723
035,Cayey,2016,45-49,2938
035,Cayey,2016,50-54,3205
035,Cayey,2016,55-59,3199
035,Cayey,2016,60-64,2932
035,Cayey,2016,65-69,2872
035,Cayey,2016,70-74,2273
035,Cayey,2016,75-79,1623
035,Cayey,2016,80+,1902
035,Cayey,2017,0-4,1787
035,Cayey,2017,5-9,2147
035,Cayey,2017,10-14,2536
035,Cayey,2017,15-19,2986
035,Cayey,2017,20-24,2810
035,Cayey,2017,25-29,2665
035,Cayey,2017,30-34,2092
035,Cayey,2017,35-39,2707
035,Cayey,2017,40-44,2666
035,Cayey,2017,45-49,2839
035,Cayey,2017,50-54,3159
035,Cayey,2017,55-59,3261
035,Cayey,2017,60-64,2917
035,Cayey,2017,65-69,2867
035,Cayey,2017,70-74,2335
035,Cayey,2017,75-79,1738
035,Cayey,2017,80+,1965
035,Cayey,2018,0-4,1550
035,Cayey,2018,5-9,1976
035,Cayey,2018,10-14,2340
035,Cayey,2018,15-19,2781
035,Cayey,2018,20-24,2644
035,Cayey,2018,25-29,2456
035,Cayey,2018,30-34,1955
035,Cayey,2018,35-39,2532
035,Cayey,2018,40-44,2587
035,Cayey,2018,45-49,2698
035,Cayey,2018,50-54,3050
035,Cayey,2018,55-59,3273
035,Cayey,2018,60-64,2948
035,Cayey,2018,65-69,2804
035,Cayey,2018,70-74,2409
035,Cayey,2018,75-79,1852
035,Cayey,2018,80+,1990
035,Cayey,2019,0-4,1505
035,Cayey,2019,5-9,1896
035,Cayey,2019,10-14,2298
035,Cayey,2019,15-19,2720
035,Cayey,2019,20-24,2632
035,Cayey,2019,25-29,2413
035,Cayey,2019,30-34,2040
035,Cayey,2019,35-39,2451
035,Cayey,2019,40-44,2608
035,Cayey,2019,45-49,2642
035,Cayey,2019,50-54,3041
035,Cayey,2019,55-59,3281
035,Cayey,2019,60-64,3019
035,Cayey,2019,65-69,2832
035,Cayey,2019,70-74,2531
035,Cayey,2019,75-79,1888
035,Cayey,2019,80+,2098
035,Cayey,2020,0-4,1393
035,Cayey,2020,5-9,1819
035,Cayey,2020,10-14,2211
035,Cayey,2020,15-19,2549
035,Cayey,2020,20-24,2732
035,Cayey,2020,25-29,2750
035,Cayey,2020,30-34,2539
035,Cayey,2020,35-39,2349
035,Cayey,2020,40-44,2578
035,Cayey,2020,45-49,2577
035,Cayey,2020,50-54,2886
035,Cayey,2020,55-59,3017
035,Cayey,2020,60-64,2854
035,Cayey,2020,65-69,2605
035,Cayey,2020,70-74,2522
035,Cayey,2020,75-79,1836
035,Cayey,2020,80+,2376
035,Cayey,2021,0-4,1285
035,Cayey,2021,5-9,1731
035,Cayey,2021,10-14,2112
035,Cayey,2021,15-19,2472
035,Cayey,2021,20-24,2721
035,Cayey,2021,25-29,2700
035,Cayey,2021,30-34,2661
035,Cayey,2021,35-39,2255
035,Cayey,2021,40-44,2587
035,Cayey,2021,45-49,2527
035,Cayey,2021,50-54,2835
035,Cayey,2021,55-59,2980
035,Cayey,2021,60-64,2894
035,Cayey,2021,65-69,2595
035,Cayey,2021,70-74,2524
035,Cayey,2021,75-79,1936
035,Cayey,2021,80+,2501
035,Cayey,2022,0-4,1245
035,Cayey,2022,5-9,1601
035,Cayey,2022,10-14,2028
035,Cayey,2022,15-19,2340
035,Cayey,2022,20-24,2653
035,Cayey,2022,25-29,2620
035,Cayey,2022,30-34,2689
035,Cayey,2022,35-39,2210
035,Cayey,2022,40-44,2537
035,Cayey,2022,45-49,2482
035,Cayey,2022,50-54,2761
035,Cayey,2022,55-59,2932
035,Cayey,2022,60-64,2929
035,Cayey,2022,65-69,2595
035,Cayey,2022,70-74,2488
035,Cayey,2022,75-79,2017
035,Cayey,2022,80+,2647
035,Cayey,2023,0-4,1183
035,Cayey,2023,5-9,1497
035,Cayey,2023,10-14,1964
035,Cayey,2023,15-19,2256
035,Cayey,2023,20-24,2584
035,Cayey,2023,25-29,2620
035,Cayey,2023,30-34,2690
035,Cayey,2023,35-39,2266
035,Cayey,2023,40-44,2485
035,Cayey,2023,45-49,2477
035,Cayey,2023,50-54,2693
035,Cayey,2023,55-59,2870
035,Cayey,2023,60-64,2949
035,Cayey,2023,65-69,2619
035,Cayey,2023,70-74,2476
035,Cayey,2023,75-79,2091
035,Cayey,2023,80+,2793
037,Ceiba,2000,0-4,1511
037,Ceiba,2000,5-9,1533
037,Ceiba,2000,10-14,1448
037,Ceiba,2000,15-19,1197
037,Ceiba,2000,20-24,1576
037,Ceiba,2000,25-29,1646
037,Ceiba,2000,30-34,1541
037,Ceiba,2000,35-39,1496
037,Ceiba,2000,40-44,986
037,Ceiba,2000,45-49,877
037,Ceiba,2000,50-54,959
037,Ceiba,2000,55-59,834
037,Ceiba,2000,60-64,724
037,Ceiba,2000,65-69,538
037,Ceiba,2000,70-74,374
037,Ceiba,2000,75-79,301
037,Ceiba,2000,80+,362
037,Ceiba,2001,0-4,1451
037,Ceiba,2001,5-9,1488
037,Ceiba,2001,10-14,1418
037,Ceiba,2001,15-19,1173
037,Ceiba,2001,20-24,1529
037,Ceiba,2001,25-29,1548
037,Ceiba,2001,30-34,1460
037,Ceiba,2001,35-39,1452
037,Ceiba,2001,40-44,981
037,Ceiba,2001,45-49,874
037,Ceiba,2001,50-54,938
037,Ceiba,2001,55-59,847
037,Ceiba,2001,60-64,735
037,Ceiba,2001,65-69,561
037,Ceiba,2001,70-74,395
037,Ceiba,2001,75-79,309
037,Ceiba,2001,80+,371
037,Ceiba,2002,0-4,1381
037,Ceiba,2002,5-9,1440
037,Ceiba,2002,10-14,1383
037,Ceiba,2002,15-19,1150
037,Ceiba,2002,20-24,1476
037,Ceiba,2002,25-29,1469
037,Ceiba,2002,30-34,1383
037,Ceiba,2002,35-39,1395
037,Ceiba,2002,40-44,973
037,Ceiba,2002,45-49,875
037,Ceiba,2002,50-54,906
037,Ceiba,2002,55-59,857
037,Ceiba,2002,60-64,753
037,Ceiba,2002,65-69,584
037,Ceiba,2002,70-74,416
037,Ceiba,2002,75-79,314
037,Ceiba,2002,80+,383
037,Ceiba,2003,0-4,1304
037,Ceiba,2003,5-9,1382
037,Ceiba,2003,10-14,1347
037,Ceiba,2003,15-19,1132
037,Ceiba,2003,20-24,1418
037,Ceiba,2003,25-29,1406
037,Ceiba,2003,30-34,1315
037,Ceiba,2003,35-39,1328
037,Ceiba,2003,40-44,973
037,Ceiba,2003,45-49,874
037,Ceiba,2003,50-54,877
037,Ceiba,2003,55-59,863
037,Ceiba,2003,60-64,776
037,Ceiba,2003,65-69,607
037,Ceiba,2003,70-74,438
037,Ceiba,2003,75-79,320
037,Ceiba,2003,80+,392
037,Ceiba,2004,0-4,1228
037,Ceiba,2004,5-9,1323
